Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,};
Customers = {64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,};
Depot_N1 = {164};

v = 1.0;
C = 1000.0;
Q = 165.63;
g = 0.18;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	73.0
5	:	73.0
6	:	73.0
7	:	90.0
8	:	90.0
9	:	90.0
10	:	55.0
11	:	55.0
12	:	55.0
13	:	69.0
14	:	69.0
15	:	69.0
16	:	32.0
17	:	32.0
18	:	32.0
19	:	39.0
20	:	39.0
21	:	39.0
22	:	23.0
23	:	23.0
24	:	23.0
25	:	4.0
26	:	4.0
27	:	4.0
28	:	18.0
29	:	18.0
30	:	18.0
31	:	1.0
32	:	1.0
33	:	1.0
34	:	13.0
35	:	13.0
36	:	13.0
37	:	-5.0
38	:	-5.0
39	:	-5.0
40	:	26.0
41	:	26.0
42	:	26.0
43	:	28.0
44	:	28.0
45	:	28.0
46	:	39.0
47	:	39.0
48	:	39.0
49	:	48.0
50	:	48.0
51	:	48.0
52	:	59.0
53	:	59.0
54	:	59.0
55	:	73.0
56	:	73.0
57	:	73.0
58	:	74.0
59	:	74.0
60	:	74.0
61	:	90.0
62	:	90.0
63	:	90.0
64	:	25.0
65	:	22.0
66	:	22.0
67	:	20.0
68	:	20.0
69	:	18.0
70	:	15.0
71	:	15.0
72	:	10.0
73	:	10.0
74	:	8.0
75	:	8.0
76	:	5.0
77	:	5.0
78	:	2.0
79	:	0.0
80	:	0.0
81	:	44.0
82	:	42.0
83	:	42.0
84	:	40.0
85	:	40.0
86	:	38.0
87	:	38.0
88	:	35.0
89	:	95.0
90	:	95.0
91	:	92.0
92	:	90.0
93	:	88.0
94	:	88.0
95	:	87.0
96	:	85.0
97	:	85.0
98	:	67.0
99	:	65.0
100	:	65.0
101	:	62.0
102	:	60.0
103	:	60.0
104	:	58.0
105	:	55.0
106	:	55.0
107	:	55.0
108	:	20.0
109	:	18.0
110	:	2.0
111	:	42.0
112	:	42.0
113	:	72.0
114	:	55.0
115	:	25.0
116	:	20.0
117	:	55.0
118	:	30.0
119	:	50.0
120	:	30.0
121	:	15.0
122	:	10.0
123	:	15.0
124	:	45.0
125	:	65.0
126	:	65.0
127	:	45.0
128	:	35.0
129	:	41.0
130	:	64.0
131	:	40.0
132	:	31.0
133	:	35.0
134	:	65.0
135	:	63.0
136	:	2.0
137	:	20.0
138	:	5.0
139	:	60.0
140	:	23.0
141	:	8.0
142	:	6.0
143	:	47.0
144	:	49.0
145	:	27.0
146	:	37.0
147	:	57.0
148	:	63.0
149	:	21.0
150	:	12.0
151	:	24.0
152	:	67.0
153	:	37.0
154	:	49.0
155	:	53.0
156	:	61.0
157	:	57.0
158	:	56.0
159	:	55.0
160	:	4.0
161	:	26.0
162	:	26.0
163	:	31.0
164	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	52.0
