Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,};
Depot_N1 = {18};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	10.0
5	:	10.0
6	:	10.0
7	:	39.0
8	:	39.0
9	:	39.0
10	:	61.0
11	:	61.0
12	:	61.0
13	:	5.0
14	:	44.0
15	:	32.0
16	:	72.0
17	:	45.0
18	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	26.0
8	:	26.0
9	:	26.0
10	:	14.0
11	:	14.0
12	:	14.0
13	:	35.0
14	:	5.0
15	:	20.0
16	:	45.0
17	:	65.0
18	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	1.0
14	:	2.0
15	:	6.0
16	:	6.0
17	:	13.0
18	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	9.0
14	:	18.0
15	:	4.0
16	:	4.0
17	:	7.0
18	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	1954.0
14	:	1442.0
15	:	693.0
16	:	1419.0
17	:	948.0
18	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	3390.0
8	:	3390.0
9	:	3390.0
10	:	3390.0
11	:	3390.0
12	:	3390.0
13	:	2536.0
14	:	2060.0
15	:	1215.0
16	:	1969.0
17	:	1570.0
18	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	0.0
]#;
