Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,};
Customers = {10,11,12,13,14,};
Depot_N1 = {15};

v = 1.0;
C = 200.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	64.0
5	:	64.0
6	:	64.0
7	:	21.0
8	:	21.0
9	:	21.0
10	:	15.0
11	:	41.0
12	:	49.0
13	:	61.0
14	:	25.0
15	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	37.0
5	:	37.0
6	:	37.0
7	:	22.0
8	:	22.0
9	:	22.0
10	:	19.0
11	:	37.0
12	:	11.0
13	:	52.0
14	:	24.0
15	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	14.0
12	:	4.0
13	:	2.0
14	:	19.0
15	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	1.0
11	:	2.0
12	:	14.0
13	:	1.0
14	:	1.0
15	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	77.0
11	:	183.0
12	:	49.0
13	:	158.0
14	:	130.0
15	:	0.0
]#;

l = #[
0	:	230.0
1	:	230.0
2	:	230.0
3	:	230.0
4	:	230.0
5	:	230.0
6	:	230.0
7	:	230.0
8	:	230.0
9	:	230.0
10	:	107.0
11	:	213.0
12	:	79.0
13	:	188.0
14	:	160.0
15	:	230.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	10.0
11	:	10.0
12	:	10.0
13	:	10.0
14	:	10.0
15	:	0.0
]#;
