Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,};
Customers = {10,11,12,13,14,};
Depot_N1 = {15};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	10.0
5	:	10.0
6	:	10.0
7	:	27.0
8	:	27.0
9	:	27.0
10	:	0.0
11	:	26.0
12	:	35.0
13	:	38.0
14	:	44.0
15	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	10.0
8	:	10.0
9	:	10.0
10	:	45.0
11	:	32.0
12	:	5.0
13	:	5.0
14	:	5.0
15	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	8.0
12	:	2.0
13	:	3.0
14	:	2.0
15	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	20.0
11	:	2.0
12	:	18.0
13	:	27.0
14	:	18.0
15	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	1642.0
11	:	255.0
12	:	1152.0
13	:	1245.0
14	:	1431.0
15	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	3390.0
8	:	3390.0
9	:	3390.0
10	:	2282.0
11	:	895.0
12	:	1792.0
13	:	1885.0
14	:	2071.0
15	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	90.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	0.0
]#;
