Details of the solution:
route 0, node_num 7, cost 116.103166, nodes: 0(77.75, 77.75) 2 3 13(18.81, 57.17) 6 5 0(0.00, 0.00)
route 1, node_num 4, cost 77.232240, nodes: 0(77.75, 77.75) 4 1 0(0.52, 0.52)
route 2, node_num 4, cost 69.146609, nodes: 0(77.75, 77.75) 9 8 0(8.60, 8.60)
route 3, node_num 6, cost 161.028167, nodes: 0(77.75, 77.75) 10 12(5.21, 46.43) 7 14(-0.00, 42.06) 0(0.00, 0.00)
vehicle (route) number: 4
Total cost: 4423.51
4423.51, 0.93
4423.51, 0.26
4423.51, 1.00
4423.51, 1.13
4423.51, 1.01
4423.51, 0.25
4423.51, 1.14
4423.51, 1.02
4423.51, 1.21
4423.51, 0.98
