Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,};
Customers = {16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,};
Depot_N1 = {31};

v = 1.0;
C = 1000.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	57.0
5	:	57.0
6	:	57.0
7	:	21.0
8	:	21.0
9	:	21.0
10	:	22.0
11	:	22.0
12	:	22.0
13	:	48.0
14	:	48.0
15	:	48.0
16	:	56.0
17	:	8.0
18	:	72.0
19	:	37.0
20	:	44.0
21	:	63.0
22	:	20.0
23	:	55.0
24	:	25.0
25	:	2.0
26	:	65.0
27	:	30.0
28	:	45.0
29	:	25.0
30	:	18.0
31	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	82.0
5	:	82.0
6	:	82.0
7	:	83.0
8	:	83.0
9	:	83.0
10	:	34.0
11	:	34.0
12	:	34.0
13	:	8.0
14	:	8.0
15	:	8.0
16	:	37.0
17	:	40.0
18	:	35.0
19	:	47.0
20	:	5.0
21	:	65.0
22	:	82.0
23	:	85.0
24	:	85.0
25	:	45.0
26	:	82.0
27	:	25.0
28	:	30.0
29	:	30.0
30	:	80.0
31	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	3.9642857142857144
17	:	8.0
18	:	14.583333333333334
19	:	4.723404255319149
20	:	2.2727272727272725
21	:	7.753846153846154
22	:	2.4390243902439024
23	:	12.941176470588236
24	:	5.882352941176471
25	:	0.4444444444444445
26	:	7.926829268292684
27	:	19.166666666666668
28	:	11.333333333333332
29	:	2.5
30	:	2.25
31	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	2.0357142857142856
17	:	32.0
18	:	15.416666666666666
19	:	1.2765957446808507
20	:	17.727272727272727
21	:	0.24615384615384617
22	:	7.560975609756097
23	:	7.0588235294117645
24	:	14.117647058823529
25	:	9.555555555555555
26	:	2.0731707317073162
27	:	3.833333333333332
28	:	5.666666666666668
29	:	0.5
30	:	7.75
31	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	529.0
17	:	401.0
18	:	736.0
19	:	80.0
20	:	0.0
21	:	331.0
22	:	646.0
23	:	102.0
24	:	300.0
25	:	0.0
26	:	280.0
27	:	226.0
28	:	628.0
29	:	553.0
30	:	792.0
31	:	0.0
]#;

l = #[
0	:	960.0
1	:	960.0
2	:	960.0
3	:	960.0
4	:	960.0
5	:	960.0
6	:	960.0
7	:	960.0
8	:	960.0
9	:	960.0
10	:	960.0
11	:	960.0
12	:	960.0
13	:	960.0
14	:	960.0
15	:	960.0
16	:	649.0
17	:	521.0
18	:	856.0
19	:	200.0
20	:	904.0
21	:	451.0
22	:	766.0
23	:	222.0
24	:	420.0
25	:	911.0
26	:	400.0
27	:	346.0
28	:	748.0
29	:	673.0
30	:	912.0
31	:	960.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	0.0
]#;
