Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,};
Depot_N1 = {28};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	77.0
5	:	77.0
6	:	77.0
7	:	27.0
8	:	27.0
9	:	27.0
10	:	77.0
11	:	77.0
12	:	77.0
13	:	25.0
14	:	30.0
15	:	58.0
16	:	45.0
17	:	87.0
18	:	65.0
19	:	10.0
20	:	75.0
21	:	38.0
22	:	28.0
23	:	25.0
24	:	92.0
25	:	33.0
26	:	86.0
27	:	58.0
28	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	52.0
5	:	52.0
6	:	52.0
7	:	10.0
8	:	10.0
9	:	10.0
10	:	30.0
11	:	30.0
12	:	30.0
13	:	50.0
14	:	50.0
15	:	75.0
16	:	65.0
17	:	30.0
18	:	60.0
19	:	35.0
20	:	55.0
21	:	10.0
22	:	52.0
23	:	35.0
24	:	30.0
25	:	35.0
26	:	46.0
27	:	70.0
28	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	5.0
14	:	6.0
15	:	15.466666666666667
16	:	13.846153846153847
17	:	3.4482758620689657
18	:	27.692307692307693
19	:	5.7142857142857135
20	:	14.666666666666666
21	:	2.631578947368421
22	:	10.769230769230768
23	:	7.142857142857143
24	:	3.2608695652173916
25	:	9.428571428571429
26	:	16.046511627906977
27	:	16.571428571428573
28	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	5.0
14	:	4.0
15	:	4.533333333333333
16	:	6.153846153846153
17	:	6.551724137931034
18	:	2.3076923076923066
19	:	14.285714285714286
20	:	5.333333333333334
21	:	7.368421052631579
22	:	9.230769230769232
23	:	2.8571428571428568
24	:	6.739130434782608
25	:	0.5714285714285712
26	:	13.953488372093023
27	:	3.428571428571427
28	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	2645.0
14	:	2650.0
15	:	79.0
16	:	939.0
17	:	1082.0
18	:	27.0
19	:	2020.0
20	:	268.0
21	:	1056.0
22	:	2647.0
23	:	162.0
24	:	888.0
25	:	17.0
26	:	503.0
27	:	27.0
28	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	3390.0
8	:	3390.0
9	:	3390.0
10	:	3390.0
11	:	3390.0
12	:	3390.0
13	:	3285.0
14	:	3290.0
15	:	719.0
16	:	1579.0
17	:	1722.0
18	:	667.0
19	:	2660.0
20	:	908.0
21	:	1696.0
22	:	3287.0
23	:	802.0
24	:	1528.0
25	:	657.0
26	:	1143.0
27	:	667.0
28	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	90.0
21	:	90.0
22	:	90.0
23	:	90.0
24	:	90.0
25	:	90.0
26	:	90.0
27	:	90.0
28	:	0.0
]#;
