Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,};
Customers = {19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,};
Depot_N1 = {34};

v = 1.0;
C = 1000.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	15.0
8	:	15.0
9	:	15.0
10	:	21.0
11	:	21.0
12	:	21.0
13	:	34.0
14	:	34.0
15	:	34.0
16	:	64.0
17	:	64.0
18	:	64.0
19	:	57.0
20	:	11.0
21	:	55.0
22	:	5.0
23	:	65.0
24	:	42.0
25	:	37.0
26	:	16.0
27	:	28.0
28	:	2.0
29	:	12.0
30	:	13.0
31	:	24.0
32	:	47.0
33	:	20.0
34	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	62.0
5	:	62.0
6	:	62.0
7	:	42.0
8	:	42.0
9	:	42.0
10	:	22.0
11	:	22.0
12	:	22.0
13	:	16.0
14	:	16.0
15	:	16.0
16	:	19.0
17	:	19.0
18	:	19.0
19	:	48.0
20	:	14.0
21	:	5.0
22	:	5.0
23	:	20.0
24	:	7.0
25	:	56.0
26	:	22.0
27	:	18.0
28	:	48.0
29	:	24.0
30	:	52.0
31	:	12.0
32	:	16.0
33	:	65.0
34	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	19.36842105263158
20	:	14.142857142857142
21	:	2.6363636363636362
22	:	16.0
23	:	1.8461538461538463
24	:	0.8333333333333333
25	:	3.3035714285714284
26	:	29.81818181818182
27	:	16.714285714285715
28	:	0.041666666666666664
29	:	6.5
30	:	9.0
31	:	2.5
32	:	8.51063829787234
33	:	3.6923076923076925
34	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	3.6315789473684212
20	:	3.8571428571428577
21	:	26.363636363636363
22	:	0.0
23	:	4.153846153846153
24	:	4.166666666666667
25	:	1.6964285714285716
26	:	11.18181818181818
27	:	9.285714285714285
28	:	0.9583333333333334
29	:	6.5
30	:	27.0
31	:	2.5
32	:	16.48936170212766
33	:	8.307692307692307
34	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	42.0
21	:	53.0
22	:	0.0
23	:	418.0
24	:	782.0
25	:	0.0
26	:	552.0
27	:	530.0
28	:	46.0
29	:	329.0
30	:	418.0
31	:	0.0
32	:	104.0
33	:	0.0
34	:	0.0
]#;

l = #[
0	:	1000.0
1	:	1000.0
2	:	1000.0
3	:	1000.0
4	:	1000.0
5	:	1000.0
6	:	1000.0
7	:	1000.0
8	:	1000.0
9	:	1000.0
10	:	1000.0
11	:	1000.0
12	:	1000.0
13	:	1000.0
14	:	1000.0
15	:	1000.0
16	:	1000.0
17	:	1000.0
18	:	1000.0
19	:	964.0
20	:	178.0
21	:	233.0
22	:	947.0
23	:	532.0
24	:	912.0
25	:	968.0
26	:	744.0
27	:	568.0
28	:	182.0
29	:	551.0
30	:	558.0
31	:	964.0
32	:	252.0
33	:	956.0
34	:	1000.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	10.0
32	:	10.0
33	:	10.0
34	:	0.0
]#;
