Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,};
Customers = {10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,};
Depot_N1 = {25};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	39.0
5	:	39.0
6	:	39.0
7	:	77.0
8	:	77.0
9	:	77.0
10	:	32.0
11	:	63.0
12	:	60.0
13	:	38.0
14	:	48.0
15	:	23.0
16	:	30.0
17	:	25.0
18	:	30.0
19	:	45.0
20	:	47.0
21	:	45.0
22	:	88.0
23	:	70.0
24	:	30.0
25	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	26.0
5	:	26.0
6	:	26.0
7	:	30.0
8	:	30.0
9	:	30.0
10	:	30.0
11	:	58.0
12	:	60.0
13	:	70.0
14	:	30.0
15	:	52.0
16	:	50.0
17	:	30.0
18	:	30.0
19	:	30.0
20	:	35.0
21	:	68.0
22	:	35.0
23	:	58.0
24	:	35.0
25	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	9.375
11	:	9.206349206349206
12	:	10.0
13	:	5.428571428571428
14	:	6.25
15	:	4.423076923076923
16	:	6.0
17	:	8.333333333333334
18	:	10.0
19	:	6.666666666666666
20	:	7.446808510638298
21	:	6.617647058823529
22	:	7.954545454545454
23	:	16.571428571428573
24	:	8.571428571428571
25	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.625
11	:	0.7936507936507944
12	:	0.0
13	:	4.571428571428572
14	:	3.75
15	:	5.576923076923077
16	:	4.0
17	:	1.666666666666666
18	:	0.0
19	:	3.333333333333334
20	:	2.5531914893617023
21	:	3.382352941176471
22	:	12.045454545454547
23	:	3.428571428571427
24	:	1.4285714285714288
25	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	264.0
11	:	877.0
12	:	733.0
13	:	760.0
14	:	204.0
15	:	263.0
16	:	10.0
17	:	747.0
18	:	393.0
19	:	277.0
20	:	957.0
21	:	19.0
22	:	597.0
23	:	599.0
24	:	664.0
25	:	0.0
]#;

l = #[
0	:	1236.0
1	:	1236.0
2	:	1236.0
3	:	1236.0
4	:	1236.0
5	:	1236.0
6	:	1236.0
7	:	1236.0
8	:	1236.0
9	:	1236.0
10	:	448.0
11	:	1041.0
12	:	1123.0
13	:	1125.0
14	:	384.0
15	:	311.0
16	:	168.0
17	:	965.0
18	:	503.0
19	:	497.0
20	:	1129.0
21	:	206.0
22	:	801.0
23	:	761.0
24	:	788.0
25	:	1236.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	90.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	90.0
21	:	90.0
22	:	90.0
23	:	90.0
24	:	90.0
25	:	0.0
]#;
