Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,};
Customers = {16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,};
Depot_N1 = {31};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	57.0
5	:	57.0
6	:	57.0
7	:	21.0
8	:	21.0
9	:	21.0
10	:	10.0
11	:	10.0
12	:	10.0
13	:	77.0
14	:	77.0
15	:	77.0
16	:	85.0
17	:	57.0
18	:	2.0
19	:	18.0
20	:	37.0
21	:	65.0
22	:	15.0
23	:	60.0
24	:	85.0
25	:	35.0
26	:	35.0
27	:	63.0
28	:	12.0
29	:	31.0
30	:	37.0
31	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	82.0
5	:	82.0
6	:	82.0
7	:	83.0
8	:	83.0
9	:	83.0
10	:	28.0
11	:	28.0
12	:	28.0
13	:	30.0
14	:	30.0
15	:	30.0
16	:	25.0
17	:	29.0
18	:	40.0
19	:	75.0
20	:	47.0
21	:	35.0
22	:	80.0
23	:	80.0
24	:	35.0
25	:	40.0
26	:	69.0
27	:	65.0
28	:	24.0
29	:	67.0
30	:	31.0
31	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	2.9411764705882355
17	:	9.157894736842106
18	:	1.0
19	:	4.8
20	:	4.723404255319149
21	:	1.6153846153846154
22	:	1.875
23	:	7.5
24	:	12.352941176470587
25	:	14.0
26	:	11.666666666666668
27	:	7.753846153846154
28	:	6.5
29	:	1.3880597014925373
30	:	11.72972972972973
31	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	7.0588235294117645
17	:	8.842105263157894
18	:	19.0
19	:	15.2
20	:	1.2765957446808507
21	:	1.3846153846153846
22	:	8.125
23	:	2.5
24	:	17.647058823529413
25	:	2.0
26	:	11.333333333333332
27	:	0.24615384615384617
28	:	6.5
29	:	1.6119402985074627
30	:	2.27027027027027
31	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	73.0
18	:	160.0
19	:	0.0
20	:	145.0
21	:	0.0
22	:	125.0
23	:	100.0
24	:	0.0
25	:	31.0
26	:	0.0
27	:	106.0
28	:	58.0
29	:	0.0
30	:	0.0
31	:	0.0
]#;

l = #[
0	:	240.0
1	:	240.0
2	:	240.0
3	:	240.0
4	:	240.0
5	:	240.0
6	:	240.0
7	:	240.0
8	:	240.0
9	:	240.0
10	:	240.0
11	:	240.0
12	:	240.0
13	:	240.0
14	:	240.0
15	:	240.0
16	:	178.0
17	:	103.0
18	:	190.0
19	:	196.0
20	:	175.0
21	:	200.0
22	:	155.0
23	:	130.0
24	:	182.0
25	:	61.0
26	:	210.0
27	:	136.0
28	:	88.0
29	:	210.0
30	:	210.0
31	:	240.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	0.0
]#;
