Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,};
Customers = {22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,};
Depot_N1 = {37};

v = 1.0;
C = 1000.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	21.0
5	:	21.0
6	:	21.0
7	:	14.0
8	:	14.0
9	:	14.0
10	:	10.0
11	:	10.0
12	:	10.0
13	:	22.0
14	:	22.0
15	:	22.0
16	:	27.0
17	:	27.0
18	:	27.0
19	:	61.0
20	:	61.0
21	:	61.0
22	:	6.0
23	:	10.0
24	:	45.0
25	:	22.0
26	:	26.0
27	:	42.0
28	:	25.0
29	:	65.0
30	:	20.0
31	:	5.0
32	:	40.0
33	:	42.0
34	:	60.0
35	:	42.0
36	:	21.0
37	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	83.0
5	:	83.0
6	:	83.0
7	:	59.0
8	:	59.0
9	:	59.0
10	:	28.0
11	:	28.0
12	:	28.0
13	:	34.0
14	:	34.0
15	:	34.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	14.0
20	:	14.0
21	:	14.0
22	:	68.0
23	:	40.0
24	:	65.0
25	:	75.0
26	:	52.0
27	:	12.0
28	:	85.0
29	:	20.0
30	:	20.0
31	:	5.0
32	:	15.0
33	:	15.0
34	:	12.0
35	:	5.0
36	:	24.0
37	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	2.0
23	:	7.0
24	:	6.0
25	:	8.0
26	:	4.0
27	:	2.0
28	:	5.0
29	:	1.0
30	:	8.0
31	:	16.0
32	:	15.0
33	:	3.0
34	:	6.0
35	:	1.0
36	:	24.0
37	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	28.0
23	:	23.0
24	:	3.0
25	:	22.0
26	:	5.0
27	:	8.0
28	:	15.0
29	:	5.0
30	:	0.0
31	:	0.0
32	:	25.0
33	:	7.0
34	:	25.0
35	:	9.0
36	:	4.0
37	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	39.0
23	:	0.0
24	:	618.0
25	:	0.0
26	:	0.0
27	:	0.0
28	:	300.0
29	:	0.0
30	:	0.0
31	:	0.0
32	:	0.0
33	:	208.0
34	:	0.0
35	:	0.0
36	:	0.0
37	:	0.0
]#;

l = #[
0	:	960.0
1	:	960.0
2	:	960.0
3	:	960.0
4	:	960.0
5	:	960.0
6	:	960.0
7	:	960.0
8	:	960.0
9	:	960.0
10	:	960.0
11	:	960.0
12	:	960.0
13	:	960.0
14	:	960.0
15	:	960.0
16	:	960.0
17	:	960.0
18	:	960.0
19	:	960.0
20	:	960.0
21	:	960.0
22	:	159.0
23	:	918.0
24	:	738.0
25	:	919.0
26	:	935.0
27	:	911.0
28	:	420.0
29	:	910.0
30	:	913.0
31	:	879.0
32	:	915.0
33	:	328.0
34	:	907.0
35	:	904.0
36	:	917.0
37	:	960.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	10.0
32	:	10.0
33	:	10.0
34	:	10.0
35	:	10.0
36	:	10.0
37	:	0.0
]#;
