Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,};
Customers = {19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,};
Depot_N1 = {34};

v = 1.0;
C = 200.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	64.0
5	:	64.0
6	:	64.0
7	:	48.0
8	:	48.0
9	:	48.0
10	:	21.0
11	:	21.0
12	:	21.0
13	:	51.0
14	:	51.0
15	:	51.0
16	:	64.0
17	:	64.0
18	:	64.0
19	:	55.0
20	:	32.0
21	:	47.0
22	:	37.0
23	:	16.0
24	:	65.0
25	:	53.0
26	:	15.0
27	:	37.0
28	:	41.0
29	:	64.0
30	:	10.0
31	:	55.0
32	:	25.0
33	:	5.0
34	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	37.0
5	:	37.0
6	:	37.0
7	:	60.0
8	:	60.0
9	:	60.0
10	:	22.0
11	:	22.0
12	:	22.0
13	:	7.0
14	:	7.0
15	:	7.0
16	:	19.0
17	:	19.0
18	:	19.0
19	:	5.0
20	:	12.0
21	:	47.0
22	:	47.0
23	:	22.0
24	:	20.0
25	:	12.0
26	:	30.0
27	:	56.0
28	:	37.0
29	:	42.0
30	:	43.0
31	:	60.0
32	:	24.0
33	:	30.0
34	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	2.0
20	:	2.0
21	:	13.0
22	:	4.0
23	:	29.0
24	:	1.0
25	:	1.0
26	:	13.0
27	:	3.0
28	:	14.0
29	:	5.0
30	:	2.0
31	:	14.0
32	:	19.0
33	:	0.0
34	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	27.0
20	:	5.0
21	:	0.0
22	:	2.0
23	:	12.0
24	:	5.0
25	:	5.0
26	:	13.0
27	:	2.0
28	:	2.0
29	:	4.0
30	:	7.0
31	:	2.0
32	:	1.0
33	:	2.0
34	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	87.0
20	:	166.0
21	:	108.0
22	:	141.0
23	:	83.0
24	:	156.0
25	:	48.0
26	:	153.0
27	:	39.0
28	:	183.0
29	:	107.0
30	:	27.0
31	:	72.0
32	:	130.0
33	:	77.0
34	:	0.0
]#;

l = #[
0	:	230.0
1	:	230.0
2	:	230.0
3	:	230.0
4	:	230.0
5	:	230.0
6	:	230.0
7	:	230.0
8	:	230.0
9	:	230.0
10	:	230.0
11	:	230.0
12	:	230.0
13	:	230.0
14	:	230.0
15	:	230.0
16	:	230.0
17	:	230.0
18	:	230.0
19	:	117.0
20	:	196.0
21	:	138.0
22	:	171.0
23	:	113.0
24	:	186.0
25	:	78.0
26	:	183.0
27	:	69.0
28	:	213.0
29	:	137.0
30	:	57.0
31	:	102.0
32	:	160.0
33	:	107.0
34	:	230.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	10.0
32	:	10.0
33	:	10.0
34	:	0.0
]#;
