Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,};
Customers = {25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,};
Depot_N1 = {40};

v = 1.0;
C = 200.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	64.0
5	:	64.0
6	:	64.0
7	:	28.0
8	:	28.0
9	:	28.0
10	:	20.0
11	:	20.0
12	:	20.0
13	:	15.0
14	:	15.0
15	:	15.0
16	:	11.0
17	:	11.0
18	:	11.0
19	:	-2.0
20	:	-2.0
21	:	-2.0
22	:	25.0
23	:	25.0
24	:	25.0
25	:	5.0
26	:	20.0
27	:	6.0
28	:	35.0
29	:	20.0
30	:	21.0
31	:	49.0
32	:	13.0
33	:	5.0
34	:	41.0
35	:	37.0
36	:	15.0
37	:	27.0
38	:	25.0
39	:	56.0
40	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	37.0
5	:	37.0
6	:	37.0
7	:	62.0
8	:	62.0
9	:	62.0
10	:	61.0
11	:	61.0
12	:	61.0
13	:	42.0
14	:	42.0
15	:	42.0
16	:	18.0
17	:	18.0
18	:	18.0
19	:	25.0
20	:	25.0
21	:	25.0
22	:	4.0
23	:	4.0
24	:	4.0
25	:	5.0
26	:	65.0
27	:	38.0
28	:	17.0
29	:	50.0
30	:	24.0
31	:	11.0
32	:	52.0
33	:	30.0
34	:	49.0
35	:	56.0
36	:	19.0
37	:	43.0
38	:	24.0
39	:	37.0
40	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	0.0
23	:	0.0
24	:	0.0
25	:	16.0
26	:	3.0
27	:	2.0
28	:	3.0
29	:	2.0
30	:	24.0
31	:	4.0
32	:	9.0
33	:	0.0
34	:	8.0
35	:	3.0
36	:	0.0
37	:	5.0
38	:	19.0
39	:	3.0
40	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	0.0
23	:	0.0
24	:	0.0
25	:	0.0
26	:	9.0
27	:	14.0
28	:	4.0
29	:	3.0
30	:	4.0
31	:	14.0
32	:	27.0
33	:	2.0
34	:	2.0
35	:	2.0
36	:	1.0
37	:	4.0
38	:	1.0
39	:	3.0
40	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	0.0
23	:	0.0
24	:	0.0
25	:	113.0
26	:	55.0
27	:	125.0
28	:	0.0
29	:	88.0
30	:	101.0
31	:	0.0
32	:	147.0
33	:	87.0
34	:	36.0
35	:	49.0
36	:	87.0
37	:	111.0
38	:	140.0
39	:	108.0
40	:	0.0
]#;

l = #[
0	:	230.0
1	:	230.0
2	:	230.0
3	:	230.0
4	:	230.0
5	:	230.0
6	:	230.0
7	:	230.0
8	:	230.0
9	:	230.0
10	:	230.0
11	:	230.0
12	:	230.0
13	:	230.0
14	:	230.0
15	:	230.0
16	:	230.0
17	:	230.0
18	:	230.0
19	:	230.0
20	:	230.0
21	:	230.0
22	:	230.0
23	:	230.0
24	:	230.0
25	:	123.0
26	:	65.0
27	:	135.0
28	:	202.0
29	:	98.0
30	:	111.0
31	:	192.0
32	:	157.0
33	:	97.0
34	:	46.0
35	:	59.0
36	:	97.0
37	:	121.0
38	:	150.0
39	:	118.0
40	:	230.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	0.0
17	:	0.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	0.0
22	:	0.0
23	:	0.0
24	:	0.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	10.0
32	:	10.0
33	:	10.0
34	:	10.0
35	:	10.0
36	:	10.0
37	:	10.0
38	:	10.0
39	:	10.0
40	:	0.0
]#;
