Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,};
Customers = {16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,};
Depot_N1 = {31};

v = 1.0;
C = 1000.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	64.0
5	:	64.0
6	:	64.0
7	:	48.0
8	:	48.0
9	:	48.0
10	:	20.0
11	:	20.0
12	:	20.0
13	:	21.0
14	:	21.0
15	:	21.0
16	:	8.0
17	:	28.0
18	:	55.0
19	:	26.0
20	:	2.0
21	:	35.0
22	:	30.0
23	:	37.0
24	:	40.0
25	:	15.0
26	:	45.0
27	:	57.0
28	:	55.0
29	:	27.0
30	:	65.0
31	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	37.0
5	:	37.0
6	:	37.0
7	:	60.0
8	:	60.0
9	:	60.0
10	:	61.0
11	:	61.0
12	:	61.0
13	:	22.0
14	:	22.0
15	:	22.0
16	:	56.0
17	:	18.0
18	:	60.0
19	:	52.0
20	:	48.0
21	:	40.0
22	:	60.0
23	:	56.0
24	:	60.0
25	:	30.0
26	:	10.0
27	:	48.0
28	:	20.0
29	:	69.0
30	:	55.0
31	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	3.0
17	:	16.0
18	:	14.0
19	:	4.0
20	:	0.0
21	:	14.0
22	:	8.0
23	:	3.0
24	:	14.0
25	:	13.0
26	:	4.0
27	:	19.0
28	:	6.0
29	:	3.0
30	:	11.0
31	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	24.0
17	:	10.0
18	:	2.0
19	:	5.0
20	:	1.0
21	:	2.0
22	:	8.0
23	:	2.0
24	:	7.0
25	:	13.0
26	:	14.0
27	:	4.0
28	:	13.0
29	:	7.0
30	:	3.0
31	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	371.0
17	:	535.0
18	:	395.0
19	:	165.0
20	:	46.0
21	:	97.0
22	:	489.0
23	:	22.0
24	:	422.0
25	:	21.0
26	:	607.0
27	:	26.0
28	:	701.0
29	:	360.0
30	:	116.0
31	:	0.0
]#;

l = #[
0	:	1000.0
1	:	1000.0
2	:	1000.0
3	:	1000.0
4	:	1000.0
5	:	1000.0
6	:	1000.0
7	:	1000.0
8	:	1000.0
9	:	1000.0
10	:	1000.0
11	:	1000.0
12	:	1000.0
13	:	1000.0
14	:	1000.0
15	:	1000.0
16	:	819.0
17	:	563.0
18	:	835.0
19	:	617.0
20	:	460.0
21	:	679.0
22	:	787.0
23	:	286.0
24	:	726.0
25	:	535.0
26	:	963.0
27	:	389.0
28	:	883.0
29	:	890.0
30	:	502.0
31	:	1000.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	10.0
31	:	0.0
]#;
