Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,};
Depot_N1 = {23};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	57.0
5	:	57.0
6	:	57.0
7	:	31.0
8	:	31.0
9	:	31.0
10	:	77.0
11	:	77.0
12	:	77.0
13	:	37.0
14	:	20.0
15	:	67.0
16	:	92.0
17	:	6.0
18	:	35.0
19	:	61.0
20	:	63.0
21	:	47.0
22	:	21.0
23	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	82.0
5	:	82.0
6	:	82.0
7	:	84.0
8	:	84.0
9	:	84.0
10	:	30.0
11	:	30.0
12	:	30.0
13	:	31.0
14	:	82.0
15	:	85.0
16	:	30.0
17	:	68.0
18	:	40.0
19	:	52.0
20	:	23.0
21	:	47.0
22	:	24.0
23	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	11.0
14	:	2.0
15	:	15.0
16	:	3.0
17	:	2.0
18	:	14.0
19	:	2.0
20	:	0.0
21	:	13.0
22	:	24.0
23	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	3.0
14	:	8.0
15	:	5.0
16	:	7.0
17	:	28.0
18	:	2.0
19	:	1.0
20	:	2.0
21	:	0.0
22	:	4.0
23	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	74.0
14	:	38.0
15	:	61.0
16	:	74.0
17	:	39.0
18	:	12.0
19	:	22.0
20	:	36.0
21	:	8.0
22	:	125.0
23	:	0.0
]#;

l = #[
0	:	240.0
1	:	240.0
2	:	240.0
3	:	240.0
4	:	240.0
5	:	240.0
6	:	240.0
7	:	240.0
8	:	240.0
9	:	240.0
10	:	240.0
11	:	240.0
12	:	240.0
13	:	192.0
14	:	192.0
15	:	185.0
16	:	174.0
17	:	151.0
18	:	109.0
19	:	101.0
20	:	194.0
21	:	150.0
22	:	197.0
23	:	240.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	0.0
]#;
