Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,};
Depot_N1 = {23};

v = 1.0;
C = 1000.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	57.0
5	:	57.0
6	:	57.0
7	:	14.0
8	:	14.0
9	:	14.0
10	:	39.0
11	:	39.0
12	:	39.0
13	:	26.0
14	:	5.0
15	:	49.0
16	:	24.0
17	:	65.0
18	:	55.0
19	:	61.0
20	:	40.0
21	:	55.0
22	:	6.0
23	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	82.0
5	:	82.0
6	:	82.0
7	:	59.0
8	:	59.0
9	:	59.0
10	:	26.0
11	:	26.0
12	:	26.0
13	:	52.0
14	:	45.0
15	:	58.0
16	:	58.0
17	:	35.0
18	:	85.0
19	:	52.0
20	:	15.0
21	:	60.0
22	:	68.0
23	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	4.0
14	:	1.0
15	:	8.0
16	:	7.0
17	:	1.0
18	:	12.0
19	:	2.0
20	:	15.0
21	:	14.0
22	:	2.0
23	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	5.0
14	:	9.0
15	:	2.0
16	:	12.0
17	:	2.0
18	:	8.0
19	:	1.0
20	:	25.0
21	:	2.0
22	:	28.0
23	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	218.0
14	:	198.0
15	:	784.0
16	:	561.0
17	:	138.0
18	:	102.0
19	:	317.0
20	:	621.0
21	:	557.0
22	:	39.0
23	:	0.0
]#;

l = #[
0	:	960.0
1	:	960.0
2	:	960.0
3	:	960.0
4	:	960.0
5	:	960.0
6	:	960.0
7	:	960.0
8	:	960.0
9	:	960.0
10	:	960.0
11	:	960.0
12	:	960.0
13	:	338.0
14	:	318.0
15	:	904.0
16	:	681.0
17	:	258.0
18	:	222.0
19	:	437.0
20	:	741.0
21	:	677.0
22	:	159.0
23	:	960.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	0.0
]#;
