Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,};
Depot_N1 = {23};

v = 1.0;
C = 200.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	51.0
8	:	51.0
9	:	51.0
10	:	63.0
11	:	63.0
12	:	63.0
13	:	31.0
14	:	55.0
15	:	67.0
16	:	17.0
17	:	26.0
18	:	53.0
19	:	45.0
20	:	20.0
21	:	50.0
22	:	45.0
23	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	62.0
5	:	62.0
6	:	62.0
7	:	7.0
8	:	7.0
9	:	7.0
10	:	12.0
11	:	12.0
12	:	12.0
13	:	52.0
14	:	5.0
15	:	5.0
16	:	34.0
17	:	52.0
18	:	43.0
19	:	65.0
20	:	26.0
21	:	35.0
22	:	20.0
23	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	16.0
14	:	2.0
15	:	1.0
16	:	1.0
17	:	4.0
18	:	11.0
19	:	6.0
20	:	6.0
21	:	13.0
22	:	4.0
23	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	11.0
14	:	27.0
15	:	24.0
16	:	2.0
17	:	5.0
18	:	3.0
19	:	3.0
20	:	3.0
21	:	6.0
22	:	7.0
23	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	25.0
14	:	97.0
15	:	0.0
16	:	0.0
17	:	166.0
18	:	150.0
19	:	77.0
20	:	138.0
21	:	177.0
22	:	0.0
23	:	0.0
]#;

l = #[
0	:	230.0
1	:	230.0
2	:	230.0
3	:	230.0
4	:	230.0
5	:	230.0
6	:	230.0
7	:	230.0
8	:	230.0
9	:	230.0
10	:	230.0
11	:	230.0
12	:	230.0
13	:	35.0
14	:	107.0
15	:	176.0
16	:	201.0
17	:	176.0
18	:	160.0
19	:	87.0
20	:	148.0
21	:	187.0
22	:	201.0
23	:	230.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	0.0
]#;
