Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,};
Customers = {10,11,12,13,14,15,16,17,18,19,};
Depot_N1 = {20};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	57.0
5	:	57.0
6	:	57.0
7	:	39.0
8	:	39.0
9	:	39.0
10	:	34.0
11	:	28.0
12	:	30.0
13	:	35.0
14	:	65.0
15	:	45.0
16	:	47.0
17	:	55.0
18	:	40.0
19	:	20.0
20	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	82.0
5	:	82.0
6	:	82.0
7	:	26.0
8	:	26.0
9	:	26.0
10	:	60.0
11	:	70.0
12	:	35.0
13	:	5.0
14	:	82.0
15	:	65.0
16	:	35.0
17	:	80.0
18	:	5.0
19	:	80.0
20	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	11.0
11	:	4.0
12	:	8.0
13	:	2.0
14	:	7.0
15	:	13.0
16	:	7.0
17	:	6.0
18	:	3.0
19	:	10.0
20	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	9.0
11	:	6.0
12	:	2.0
13	:	18.0
14	:	3.0
15	:	7.0
16	:	3.0
17	:	4.0
18	:	27.0
19	:	30.0
20	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	12.0
11	:	138.0
12	:	227.0
13	:	1312.0
14	:	429.0
15	:	1099.0
16	:	2633.0
17	:	810.0
18	:	1497.0
19	:	331.0
20	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	3390.0
8	:	3390.0
9	:	3390.0
10	:	332.0
11	:	458.0
12	:	547.0
13	:	1632.0
14	:	749.0
15	:	1419.0
16	:	2953.0
17	:	1130.0
18	:	1817.0
19	:	651.0
20	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	90.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	0.0
]#;
