Details of the solution:
route 0, node_num 33, cost 156.927202, nodes: 0(118.12, 118.12) 48 43 41 42 47 52 50 51 45 46 44 40 57 59 60 58 56 53 54 55 49 65 116(4.17, 42.97) 68 64 61 72 74 62 66 69 0(0.00, 0.00)
route 1, node_num 36, cost 200.883875, nodes: 0(118.12, 118.12) 8 10 11 9 13 15 12 14 16 19 18 17 25 23 26 111(15.69, 98.45) 28 34 36 39 38 37 35 31 33 32 6 29 30 27 24 20 22 21 0(-0.00, -0.00)
route 2, node_num 18, cost 106.754800, nodes: 0(118.12, 118.12) 89 4 3 7 98 95 94 92 97 100 99 1 2 75 5 93 0(11.37, 11.37)
route 3, node_num 24, cost 165.383504, nodes: 0(118.12, 118.12) 90 91 88 86 84 83 82 85 121(52.12, 99.38) 76 71 70 73 80 79 81 78 77 87 96 63 67 0(-0.00, -0.00)
vehicle (route) number: 4
Total cost: 4629.95
4697.07, 428.44
4688.59, 604.38
4755.86, 58.19
4731.90, 374.90
4636.51, 567.55
4739.90, 598.72
4629.95, 609.08
4638.81, 622.89
4681.72, 276.47
4703.91, 194.45
