Details of the solution:
route 0, node_num 29, cost 507.489061, nodes: 0(60.63, 60.63) 18(39.44, 60.63) 10 18(31.99, 51.37) 2 20(0.00, 50.31) 14 3 20(-0.00, 14.32) 19(0.00, 60.63) 11 18(33.16, 60.63) 12 16(22.63, 34.96) 5 21(-0.00, 44.08) 9 19(0.00, 56.27) 8 4 13 20(0.00, 60.63) 6 16(19.73, 42.09) 15 17(0.00, 57.91) 7 1 0(-0.00, -0.00)
vehicle (route) number: 1
Total cost: 1507.49
1509.70, 51.33
1507.49, 102.53
1587.49, 64.74
1507.49, 22.08
1507.49, 96.79
2358.00, 18.01
1507.49, 19.98
1507.49, 62.92
1509.70, 55.22
1509.70, 51.68
