Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,};
Depot_N1 = {18};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	10.0
5	:	10.0
6	:	10.0
7	:	27.0
8	:	27.0
9	:	27.0
10	:	77.0
11	:	77.0
12	:	77.0
13	:	85.0
14	:	40.0
15	:	4.0
16	:	65.0
17	:	2.0
18	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	10.0
8	:	10.0
9	:	10.0
10	:	30.0
11	:	30.0
12	:	30.0
13	:	35.0
14	:	5.0
15	:	18.0
16	:	55.0
17	:	40.0
18	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	12.352941176470587
14	:	1.25
15	:	7.777777777777778
16	:	11.846153846153847
17	:	1.0
18	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	17.647058823529413
14	:	8.75
15	:	27.22222222222222
16	:	2.1538461538461533
17	:	19.0
18	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	68.0
14	:	55.0
15	:	58.0
16	:	26.0
17	:	96.0
18	:	0.0
]#;

l = #[
0	:	240.0
1	:	240.0
2	:	240.0
3	:	240.0
4	:	240.0
5	:	240.0
6	:	240.0
7	:	240.0
8	:	240.0
9	:	240.0
10	:	240.0
11	:	240.0
12	:	240.0
13	:	182.0
14	:	185.0
15	:	131.0
16	:	111.0
17	:	190.0
18	:	240.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	0.0
]#;
