StringID	Type	x	y	Delivery	Pickup	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	3390.0	0.0
S0	f	40.0	50.0	0.0	0.0	0.0	3390.0	0.0
S1	f	73.0	52.0	0.0	0.0	0.0	3390.0	0.0
S2	f	90.0	55.0	0.0	0.0	0.0	3390.0	0.0
S3	f	55.0	79.0	0.0	0.0	0.0	3390.0	0.0
S4	f	69.0	89.0	0.0	0.0	0.0	3390.0	0.0
S5	f	32.0	80.0	0.0	0.0	0.0	3390.0	0.0
S6	f	39.0	96.0	0.0	0.0	0.0	3390.0	0.0
S7	f	23.0	80.0	0.0	0.0	0.0	3390.0	0.0
S8	f	4.0	83.0	0.0	0.0	0.0	3390.0	0.0
S9	f	18.0	58.0	0.0	0.0	0.0	3390.0	0.0
S10	f	1.0	56.0	0.0	0.0	0.0	3390.0	0.0
S11	f	13.0	31.0	0.0	0.0	0.0	3390.0	0.0
S12	f	-5.0	38.0	0.0	0.0	0.0	3390.0	0.0
S13	f	26.0	37.0	0.0	0.0	0.0	3390.0	0.0
S14	f	28.0	13.0	0.0	0.0	0.0	3390.0	0.0
S15	f	39.0	31.0	0.0	0.0	0.0	3390.0	0.0
S16	f	48.0	11.0	0.0	0.0	0.0	3390.0	0.0
S17	f	59.0	17.0	0.0	0.0	0.0	3390.0	0.0
S18	f	73.0	23.0	0.0	0.0	0.0	3390.0	0.0
S19	f	74.0	32.0	0.0	0.0	0.0	3390.0	0.0
S20	f	90.0	44.0	0.0	0.0	0.0	3390.0	0.0
C1	c	52.0	75.0	6.933333333333334	3.0666666666666664	746.0	1386.0	90.0
C2	c	45.0	70.0	19.28571428571429	10.714285714285712	844.0	1484.0	90.0
C3	c	62.0	69.0	8.985507246376812	1.0144927536231876	30.0	670.0	90.0
C4	c	60.0	66.0	9.09090909090909	0.9090909090909101	26.0	666.0	90.0
C5	c	42.0	65.0	6.461538461538462	3.5384615384615383	1032.0	1672.0	90.0
C6	c	16.0	42.0	7.619047619047619	12.380952380952381	2304.0	2944.0	90.0
C7	c	58.0	70.0	16.571428571428573	3.428571428571427	27.0	667.0	90.0
C8	c	34.0	60.0	11.333333333333332	8.666666666666668	12.0	652.0	90.0
C9	c	28.0	70.0	4.0	6.0	24.0	664.0	90.0
C10	c	35.0	66.0	5.303030303030303	4.696969696969697	17.0	657.0	90.0
C11	c	35.0	69.0	5.072463768115942	4.927536231884058	20.0	660.0	90.0
C12	c	25.0	85.0	5.882352941176471	14.117647058823529	268.0	908.0	90.0
C13	c	22.0	75.0	8.8	21.2	76.0	716.0	90.0
C14	c	22.0	85.0	2.588235294117647	7.411764705882353	361.0	1001.0	90.0
C15	c	20.0	80.0	10.0	30.0	171.0	811.0	90.0
C16	c	20.0	85.0	9.411764705882353	30.588235294117645	453.0	1093.0	90.0
C17	c	18.0	75.0	4.8	15.2	738.0	1378.0	90.0
C18	c	15.0	75.0	4.0	16.0	645.0	1285.0	90.0
C19	c	15.0	80.0	1.875	8.125	550.0	1190.0	90.0
C20	c	30.0	50.0	6.0	4.0	2650.0	3290.0	90.0
C21	c	30.0	56.0	10.714285714285714	9.285714285714286	2648.0	3288.0	90.0
C22	c	28.0	52.0	10.769230769230768	9.230769230769232	2647.0	3287.0	90.0
C23	c	14.0	66.0	2.121212121212121	7.878787878787879	936.0	1576.0	90.0
C24	c	25.0	50.0	5.0	5.0	2645.0	3285.0	90.0
C25	c	22.0	66.0	13.333333333333332	26.666666666666668	838.0	1478.0	90.0
C26	c	8.0	62.0	1.2903225806451613	8.709677419354838	1034.0	1674.0	90.0
C27	c	23.0	52.0	4.423076923076923	5.576923076923077	2592.0	3232.0	90.0
C28	c	4.0	55.0	1.4545454545454546	18.545454545454547	1353.0	1993.0	90.0
C29	c	20.0	50.0	4.0	6.0	2402.0	3042.0	90.0
C30	c	20.0	55.0	3.6363636363636367	6.363636363636363	2497.0	3137.0	90.0
C31	c	10.0	35.0	5.7142857142857135	14.285714285714286	2020.0	2660.0	90.0
C32	c	10.0	40.0	7.5	22.5	2207.0	2847.0	90.0
C33	c	8.0	40.0	8.0	32.0	2115.0	2755.0	90.0
C34	c	8.0	45.0	3.555555555555556	16.444444444444443	1454.0	2094.0	90.0
C35	c	5.0	35.0	1.4285714285714284	8.571428571428571	1925.0	2565.0	90.0
C36	c	5.0	45.0	1.1111111111111112	8.88888888888889	1547.0	2187.0	90.0
C37	c	2.0	40.0	1.0	19.0	1829.0	2469.0	90.0
C38	c	0.0	40.0	0.0	30.0	1737.0	2377.0	90.0
C39	c	0.0	45.0	0.0	20.0	1642.0	2282.0	90.0
C40	c	36.0	18.0	5.0	5.0	728.0	1368.0	90.0
C41	c	35.0	32.0	9.142857142857142	0.8571428571428577	19.0	659.0	90.0
C42	c	33.0	32.0	19.393939393939394	0.6060606060606055	20.0	660.0	90.0
C43	c	33.0	35.0	9.428571428571429	0.5714285714285712	17.0	657.0	90.0
C44	c	32.0	20.0	6.25	3.75	634.0	1274.0	90.0
C45	c	30.0	30.0	10.0	0.0	442.0	1082.0	90.0
C46	c	34.0	25.0	22.058823529411768	7.941176470588232	538.0	1178.0	90.0
C47	c	30.0	35.0	8.571428571428571	1.4285714285714288	67.0	707.0	90.0
C48	c	36.0	40.0	9.0	1.0	11.0	651.0	90.0
C49	c	48.0	20.0	4.166666666666667	5.833333333333333	1719.0	2359.0	90.0
C50	c	26.0	32.0	8.125	1.875	255.0	895.0	90.0
C51	c	25.0	30.0	8.333333333333334	1.666666666666666	347.0	987.0	90.0
C52	c	25.0	35.0	7.142857142857143	2.8571428571428568	162.0	802.0	90.0
C53	c	44.0	5.0	2.2727272727272725	17.727272727272727	1431.0	2071.0	90.0
C54	c	42.0	10.0	9.523809523809524	30.476190476190474	1526.0	2166.0	90.0
C55	c	42.0	15.0	3.5714285714285716	6.428571428571429	1621.0	2261.0	90.0
C56	c	40.0	5.0	3.75	26.25	1337.0	1977.0	90.0
C57	c	38.0	15.0	15.789473684210527	24.210526315789473	961.0	1601.0	90.0
C58	c	38.0	5.0	3.9473684210526314	26.05263157894737	1245.0	1885.0	90.0
C59	c	38.0	10.0	2.631578947368421	7.368421052631579	1056.0	1696.0	90.0
C60	c	35.0	5.0	2.8571428571428568	17.142857142857142	1152.0	1792.0	90.0
C61	c	50.0	30.0	6.0	4.0	2099.0	2739.0	90.0
C62	c	50.0	35.0	14.0	6.0	2380.0	3020.0	90.0
C63	c	50.0	40.0	40.0	10.0	1670.0	2310.0	90.0
C64	c	48.0	30.0	6.25	3.75	2007.0	2647.0	90.0
C65	c	44.0	25.0	5.6818181818181825	4.3181818181818175	1816.0	2456.0	90.0
C66	c	47.0	35.0	7.446808510638298	2.5531914893617023	2473.0	3113.0	90.0
C67	c	47.0	40.0	8.51063829787234	1.4893617021276597	1763.0	2403.0	90.0
C68	c	42.0	30.0	7.142857142857143	2.8571428571428568	1911.0	2551.0	90.0
C69	c	45.0	35.0	7.777777777777778	2.2222222222222223	2565.0	3205.0	90.0
C70	c	95.0	30.0	9.473684210526315	20.526315789473685	795.0	1435.0	90.0
C71	c	95.0	35.0	7.368421052631579	12.631578947368421	700.0	1340.0	90.0
C72	c	53.0	30.0	5.660377358490566	4.339622641509434	2192.0	2832.0	90.0
C73	c	92.0	30.0	3.2608695652173916	6.739130434782608	888.0	1528.0	90.0
C74	c	53.0	35.0	33.0188679245283	16.9811320754717	2287.0	2927.0	90.0
C75	c	45.0	65.0	13.846153846153847	6.153846153846153	939.0	1579.0	90.0
C76	c	90.0	35.0	3.888888888888889	6.111111111111111	605.0	1245.0	90.0
C77	c	72.0	45.0	6.25	3.75	1374.0	2014.0	90.0
C78	c	78.0	40.0	10.256410256410255	9.743589743589745	1276.0	1916.0	90.0
C79	c	87.0	30.0	3.4482758620689657	6.551724137931034	1082.0	1722.0	90.0
C80	c	85.0	25.0	2.9411764705882355	7.0588235294117645	987.0	1627.0	90.0
C81	c	85.0	35.0	12.352941176470587	17.647058823529413	1177.0	1817.0	90.0
C82	c	75.0	55.0	14.666666666666666	5.333333333333334	268.0	908.0	90.0
C83	c	72.0	55.0	7.638888888888888	2.3611111111111116	175.0	815.0	90.0
C84	c	70.0	58.0	16.571428571428573	3.428571428571427	81.0	721.0	90.0
C85	c	86.0	46.0	16.046511627906977	13.953488372093023	503.0	1143.0	90.0
C86	c	66.0	55.0	8.333333333333334	1.666666666666666	27.0	667.0	90.0
C87	c	64.0	46.0	14.375	5.625	1472.0	2112.0	90.0
C88	c	65.0	60.0	27.692307692307693	2.3076923076923066	27.0	667.0	90.0
C89	c	56.0	64.0	8.75	1.25	22.0	662.0	90.0
C90	c	60.0	55.0	9.166666666666666	0.8333333333333339	21.0	661.0	90.0
C91	c	60.0	60.0	10.0	0.0	23.0	663.0	90.0
C92	c	67.0	85.0	15.76470588235294	4.23529411764706	363.0	1003.0	90.0
C93	c	42.0	58.0	28.96551724137931	11.03448275862069	1129.0	1769.0	90.0
C94	c	65.0	82.0	7.926829268292684	2.0731707317073162	269.0	909.0	90.0
C95	c	62.0	80.0	23.25	6.75	176.0	816.0	90.0
C96	c	62.0	40.0	6.451612903225806	3.548387096774194	1568.0	2208.0	90.0
C97	c	60.0	85.0	21.176470588235297	8.823529411764703	460.0	1100.0	90.0
C98	c	58.0	75.0	15.466666666666667	4.533333333333333	79.0	719.0	90.0
C99	c	55.0	80.0	6.875	3.125	650.0	1290.0	90.0
C100	c	55.0	85.0	12.941176470588236	7.0588235294117645	555.0	1195.0	90.0

Q Vehicle fuel tank capacity /117.66/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.29/
v average Velocity /1.0/
