StringID	Type	x	y	Delivery	Pickup	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	1236.0	0.0
S0	f	40.0	50.0	0.0	0.0	0.0	1236.0	0.0
S1	f	73.0	52.0	0.0	0.0	0.0	1236.0	0.0
S2	f	90.0	55.0	0.0	0.0	0.0	1236.0	0.0
S3	f	55.0	79.0	0.0	0.0	0.0	1236.0	0.0
S4	f	69.0	89.0	0.0	0.0	0.0	1236.0	0.0
S5	f	32.0	80.0	0.0	0.0	0.0	1236.0	0.0
S6	f	39.0	96.0	0.0	0.0	0.0	1236.0	0.0
S7	f	23.0	80.0	0.0	0.0	0.0	1236.0	0.0
S8	f	4.0	83.0	0.0	0.0	0.0	1236.0	0.0
S9	f	18.0	58.0	0.0	0.0	0.0	1236.0	0.0
S10	f	1.0	56.0	0.0	0.0	0.0	1236.0	0.0
S11	f	13.0	31.0	0.0	0.0	0.0	1236.0	0.0
S12	f	-5.0	38.0	0.0	0.0	0.0	1236.0	0.0
S13	f	26.0	37.0	0.0	0.0	0.0	1236.0	0.0
S14	f	28.0	13.0	0.0	0.0	0.0	1236.0	0.0
S15	f	39.0	31.0	0.0	0.0	0.0	1236.0	0.0
S16	f	48.0	11.0	0.0	0.0	0.0	1236.0	0.0
S17	f	59.0	17.0	0.0	0.0	0.0	1236.0	0.0
S18	f	73.0	23.0	0.0	0.0	0.0	1236.0	0.0
S19	f	74.0	32.0	0.0	0.0	0.0	1236.0	0.0
S20	f	90.0	44.0	0.0	0.0	0.0	1236.0	0.0
C1	c	45.0	68.0	6.617647058823529	3.382352941176471	19.0	271.0	90.0
C2	c	45.0	70.0	19.28571428571429	10.714285714285712	417.0	635.0	90.0
C3	c	42.0	66.0	6.363636363636363	3.6363636363636367	760.0	1034.0	90.0
C4	c	42.0	68.0	6.176470588235294	3.8235294117647056	476.0	764.0	90.0
C5	c	42.0	65.0	6.461538461538462	3.5384615384615383	823.0	1130.0	90.0
C6	c	40.0	69.0	11.594202898550725	8.405797101449275	594.0	830.0	90.0
C7	c	40.0	66.0	12.121212121212121	7.878787878787879	680.0	930.0	90.0
C8	c	38.0	68.0	11.176470588235293	8.823529411764707	854.0	1127.0	90.0
C9	c	38.0	70.0	5.428571428571428	4.571428571428572	794.0	1125.0	90.0
C10	c	35.0	66.0	5.303030303030303	4.696969696969697	679.0	945.0	90.0
C11	c	35.0	69.0	5.072463768115942	4.927536231884058	762.0	1048.0	90.0
C12	c	25.0	85.0	5.882352941176471	14.117647058823529	96.0	308.0	90.0
