StringID	Type	x	y	Delivery	Pickup	ReadyTime	DueDate	ServiceTime
D0	d	40.0	50.0	0.0	0.0	0.0	240.0	0.0
S0	f	40.0	50.0	0.0	0.0	0.0	240.0	0.0
S1	f	73.0	52.0	0.0	0.0	0.0	240.0	0.0
S2	f	90.0	55.0	0.0	0.0	0.0	240.0	0.0
S3	f	55.0	79.0	0.0	0.0	0.0	240.0	0.0
S4	f	69.0	89.0	0.0	0.0	0.0	240.0	0.0
S5	f	32.0	80.0	0.0	0.0	0.0	240.0	0.0
S6	f	39.0	96.0	0.0	0.0	0.0	240.0	0.0
S7	f	23.0	80.0	0.0	0.0	0.0	240.0	0.0
S8	f	4.0	83.0	0.0	0.0	0.0	240.0	0.0
S9	f	18.0	58.0	0.0	0.0	0.0	240.0	0.0
S10	f	1.0	56.0	0.0	0.0	0.0	240.0	0.0
S11	f	13.0	31.0	0.0	0.0	0.0	240.0	0.0
S12	f	-5.0	38.0	0.0	0.0	0.0	240.0	0.0
S13	f	26.0	37.0	0.0	0.0	0.0	240.0	0.0
S14	f	28.0	13.0	0.0	0.0	0.0	240.0	0.0
S15	f	39.0	31.0	0.0	0.0	0.0	240.0	0.0
S16	f	48.0	11.0	0.0	0.0	0.0	240.0	0.0
S17	f	59.0	17.0	0.0	0.0	0.0	240.0	0.0
S18	f	73.0	23.0	0.0	0.0	0.0	240.0	0.0
S19	f	74.0	32.0	0.0	0.0	0.0	240.0	0.0
S20	f	90.0	44.0	0.0	0.0	0.0	240.0	0.0
C1	c	25.0	85.0	5.882352941176471	14.117647058823529	175.0	191.0	10.0
C2	c	22.0	75.0	8.8	21.2	60.0	138.0	10.0
C3	c	22.0	85.0	2.588235294117647	7.411764705882353	52.0	190.0	10.0
C4	c	20.0	80.0	10.0	30.0	72.0	80.0	10.0
C5	c	20.0	85.0	4.705882352941177	15.294117647058822	98.0	189.0	10.0
C6	c	18.0	75.0	4.8	15.2	79.0	161.0	10.0
C7	c	15.0	75.0	4.0	16.0	113.0	121.0	10.0
C8	c	15.0	80.0	1.875	8.125	83.0	137.0	10.0
C9	c	10.0	35.0	5.7142857142857135	14.285714285714286	102.0	174.0	10.0
C10	c	10.0	40.0	7.5	22.5	86.0	122.0	10.0
C11	c	8.0	40.0	8.0	32.0	76.0	126.0	10.0
C12	c	8.0	45.0	3.555555555555556	16.444444444444443	119.0	133.0	10.0
C13	c	5.0	35.0	1.4285714285714284	8.571428571428571	39.0	90.0	10.0
C14	c	5.0	45.0	1.1111111111111112	8.88888888888889	36.0	97.0	10.0
C15	c	2.0	40.0	1.0	19.0	104.0	132.0	10.0
C16	c	0.0	40.0	0.0	20.0	120.0	188.0	10.0
C17	c	0.0	45.0	0.0	20.0	155.0	189.0	10.0
C18	c	44.0	5.0	2.2727272727272725	17.727272727272727	74.0	114.0	10.0
C19	c	42.0	10.0	9.523809523809524	30.476190476190474	48.0	108.0	10.0
C20	c	42.0	15.0	3.5714285714285716	6.428571428571429	124.0	144.0	10.0
C21	c	40.0	5.0	1.25	8.75	109.0	185.0	10.0
C22	c	40.0	15.0	15.0	25.0	96.0	146.0	10.0
C23	c	38.0	5.0	3.9473684210526314	26.05263157894737	53.0	163.0	10.0
C24	c	38.0	15.0	3.947368421052632	6.052631578947368	103.0	143.0	10.0
C25	c	35.0	5.0	2.8571428571428568	17.142857142857142	104.0	148.0	10.0
C26	c	95.0	30.0	9.473684210526315	20.526315789473685	94.0	142.0	10.0
C27	c	95.0	35.0	7.368421052631579	12.631578947368421	75.0	172.0	10.0
C28	c	92.0	30.0	3.2608695652173916	6.739130434782608	106.0	174.0	10.0
C29	c	90.0	35.0	3.888888888888889	6.111111111111111	122.0	164.0	10.0
C30	c	88.0	30.0	3.4090909090909087	6.590909090909092	125.0	163.0	10.0
C31	c	88.0	35.0	7.954545454545454	12.045454545454547	68.0	179.0	10.0
C32	c	87.0	30.0	3.4482758620689657	6.551724137931034	67.0	117.0	10.0
C33	c	85.0	25.0	2.9411764705882355	7.0588235294117645	69.0	159.0	10.0
C34	c	85.0	35.0	12.352941176470587	17.647058823529413	123.0	182.0	10.0
C35	c	67.0	85.0	15.76470588235294	4.23529411764706	86.0	185.0	10.0
C36	c	65.0	85.0	30.588235294117645	9.411764705882355	57.0	112.0	10.0
C37	c	65.0	82.0	7.926829268292684	2.0731707317073162	56.0	165.0	10.0
C38	c	62.0	80.0	23.25	6.75	67.0	143.0	10.0
C39	c	60.0	80.0	7.5	2.5	72.0	158.0	10.0
C40	c	60.0	85.0	21.176470588235297	8.823529411764703	159.0	185.0	10.0
C41	c	58.0	75.0	15.466666666666667	4.533333333333333	95.0	155.0	10.0
C42	c	55.0	80.0	6.875	3.125	34.0	47.0	10.0
C43	c	55.0	85.0	12.941176470588236	7.0588235294117645	68.0	176.0	10.0
C44	c	55.0	82.0	6.707317073170732	3.2926829268292677	36.0	102.0	10.0
C45	c	20.0	82.0	2.4390243902439024	7.560975609756097	38.0	149.0	10.0
C46	c	18.0	80.0	2.25	7.75	111.0	177.0	10.0
C47	c	2.0	45.0	0.4444444444444445	9.555555555555555	42.0	116.0	10.0
C48	c	42.0	5.0	1.1904761904761905	8.80952380952381	114.0	184.0	10.0
C49	c	42.0	12.0	2.8571428571428568	7.142857142857143	74.0	126.0	10.0
C50	c	72.0	35.0	14.583333333333334	15.416666666666666	163.0	185.0	10.0
C51	c	55.0	20.0	6.909090909090909	12.09090909090909	134.0	194.0	10.0
C52	c	25.0	30.0	2.5	0.5	29.0	117.0	10.0
C53	c	20.0	50.0	2.0	3.0	20.0	78.0	10.0
C54	c	55.0	60.0	14.666666666666666	1.333333333333334	160.0	210.0	10.0
C55	c	30.0	60.0	8.0	8.0	15.0	116.0	10.0
C56	c	50.0	35.0	13.299999999999999	5.700000000000001	107.0	189.0	10.0
C57	c	30.0	25.0	19.166666666666668	3.833333333333332	27.0	74.0	10.0
C58	c	15.0	10.0	13.333333333333332	6.666666666666668	56.0	103.0	10.0
C59	c	10.0	20.0	9.5	9.5	50.0	102.0	10.0
C60	c	15.0	60.0	4.25	12.75	140.0	203.0	10.0
C61	c	45.0	65.0	6.230769230769231	2.769230769230769	62.0	214.0	10.0
C62	c	65.0	35.0	1.6153846153846154	1.3846153846153846	31.0	85.0	10.0
C63	c	65.0	20.0	1.8461538461538463	4.153846153846153	40.0	135.0	10.0
C64	c	45.0	30.0	11.333333333333332	5.666666666666668	64.0	96.0	10.0
C65	c	35.0	40.0	14.0	2.0	30.0	62.0	10.0
C66	c	41.0	37.0	14.439024390243903	1.5609756097560972	14.0	94.0	10.0
C67	c	64.0	42.0	5.90625	3.09375	144.0	204.0	10.0
C68	c	40.0	60.0	14.0	7.0	75.0	153.0	10.0
C69	c	31.0	52.0	16.096153846153847	10.903846153846153	10.0	65.0	10.0
C70	c	35.0	69.0	11.666666666666668	11.333333333333332	84.0	112.0	10.0
C71	c	65.0	55.0	11.846153846153847	2.1538461538461533	57.0	73.0	10.0
C72	c	63.0	65.0	7.753846153846154	0.24615384615384617	82.0	160.0	10.0
C73	c	2.0	60.0	0.16666666666666666	4.833333333333333	104.0	116.0	10.0
C74	c	20.0	20.0	8.0	0.0	122.0	146.0	10.0
C75	c	5.0	5.0	16.0	0.0	65.0	94.0	10.0
C76	c	60.0	12.0	6.2	24.8	55.0	114.0	10.0
C77	c	23.0	3.0	0.9130434782608695	6.086956521739131	71.0	139.0	10.0
C78	c	8.0	56.0	3.8571428571428568	23.142857142857142	38.0	146.0	10.0
C79	c	6.0	68.0	2.647058823529412	27.352941176470587	42.0	94.0	10.0
C80	c	47.0	47.0	13.0	0.0	13.0	105.0	10.0
C81	c	49.0	58.0	8.448275862068966	1.5517241379310338	152.0	192.0	10.0
C82	c	27.0	43.0	5.651162790697675	3.3488372093023253	111.0	147.0	10.0
C83	c	37.0	31.0	11.72972972972973	2.27027027027027	102.0	164.0	10.0
C84	c	57.0	29.0	9.157894736842106	8.842105263157894	56.0	120.0	10.0
C85	c	63.0	23.0	0.7301587301587301	1.2698412698412698	36.0	159.0	10.0
C86	c	21.0	24.0	24.5	3.5	165.0	165.0	10.0
C87	c	12.0	24.0	6.5	6.5	73.0	73.0	10.0
C88	c	24.0	58.0	7.862068965517241	11.137931034482758	71.0	147.0	10.0
C89	c	67.0	5.0	1.8656716417910446	23.134328358208954	99.0	177.0	10.0
C90	c	37.0	47.0	4.723404255319149	1.2765957446808507	143.0	177.0	10.0
C91	c	49.0	42.0	11.142857142857142	1.8571428571428577	49.0	133.0	10.0
C92	c	53.0	43.0	11.358490566037737	2.6415094339622627	102.0	208.0	10.0
C93	c	61.0	52.0	2.5573770491803276	0.4426229508196724	55.0	63.0	10.0
C94	c	57.0	48.0	19.36842105263158	3.6315789473684212	166.0	204.0	10.0
C95	c	56.0	37.0	3.9642857142857144	2.0357142857142856	34.0	128.0	10.0
C96	c	55.0	54.0	25.527272727272727	0.47272727272727266	191.0	195.0	10.0
C97	c	4.0	18.0	7.777777777777778	27.22222222222222	149.0	149.0	10.0
C98	c	26.0	52.0	4.5	4.5	135.0	181.0	10.0
C99	c	26.0	35.0	11.142857142857142	3.8571428571428577	55.0	77.0	10.0
C100	c	31.0	67.0	1.3880597014925373	1.6119402985074627	28.0	28.0	10.0

Q Vehicle fuel tank capacity /79.69/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.38/
v average Velocity /1.0/
