Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,};
Customers = {16,17,18,19,20,21,22,23,24,25,};
Depot_N1 = {26};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	40.0
4	:	77.0
5	:	77.0
6	:	77.0
7	:	57.0
8	:	57.0
9	:	57.0
10	:	48.0
11	:	48.0
12	:	48.0
13	:	93.0
14	:	93.0
15	:	93.0
16	:	58.0
17	:	88.0
18	:	42.0
19	:	22.0
20	:	62.0
21	:	55.0
22	:	42.0
23	:	23.0
24	:	63.0
25	:	60.0
26	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	50.0
4	:	52.0
5	:	52.0
6	:	52.0
7	:	82.0
8	:	82.0
9	:	82.0
10	:	8.0
11	:	8.0
12	:	8.0
13	:	43.0
14	:	43.0
15	:	43.0
16	:	75.0
17	:	35.0
18	:	68.0
19	:	75.0
20	:	80.0
21	:	85.0
22	:	10.0
23	:	52.0
24	:	58.0
25	:	80.0
26	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	15.466666666666667
17	:	7.954545454545454
18	:	6.176470588235294
19	:	8.8
20	:	23.25
21	:	12.941176470588236
22	:	9.523809523809524
23	:	4.423076923076923
24	:	9.206349206349206
25	:	7.5
26	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	4.533333333333333
17	:	12.045454545454547
18	:	3.8235294117647056
19	:	21.2
20	:	6.75
21	:	7.0588235294117645
22	:	30.476190476190474
23	:	5.576923076923077
24	:	0.7936507936507944
25	:	2.5
26	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	181.0
17	:	667.0
18	:	584.0
19	:	1042.0
20	:	274.0
21	:	744.0
22	:	810.0
23	:	263.0
24	:	929.0
25	:	177.0
26	:	0.0
]#;

l = #[
0	:	1236.0
1	:	1236.0
2	:	1236.0
3	:	1236.0
4	:	1236.0
5	:	1236.0
6	:	1236.0
7	:	1236.0
8	:	1236.0
9	:	1236.0
10	:	1236.0
11	:	1236.0
12	:	1236.0
13	:	1236.0
14	:	1236.0
15	:	1236.0
16	:	247.0
17	:	731.0
18	:	656.0
19	:	1106.0
20	:	330.0
21	:	798.0
22	:	868.0
23	:	311.0
24	:	989.0
25	:	243.0
26	:	1236.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	0.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	90.0
21	:	90.0
22	:	90.0
23	:	90.0
24	:	90.0
25	:	90.0
26	:	0.0
]#;
