Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,};
Depot_N1 = {23};

v = 1.0;
C = 1000.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	28.0
5	:	28.0
6	:	28.0
7	:	21.0
8	:	21.0
9	:	21.0
10	:	34.0
11	:	34.0
12	:	34.0
13	:	53.0
14	:	47.0
15	:	20.0
16	:	41.0
17	:	35.0
18	:	31.0
19	:	11.0
20	:	47.0
21	:	26.0
22	:	18.0
23	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	35.0
4	:	62.0
5	:	62.0
6	:	62.0
7	:	22.0
8	:	22.0
9	:	22.0
10	:	16.0
11	:	16.0
12	:	16.0
13	:	43.0
14	:	47.0
15	:	40.0
16	:	37.0
17	:	69.0
18	:	52.0
19	:	31.0
20	:	16.0
21	:	27.0
22	:	18.0
23	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	11.358490566037737
14	:	13.0
15	:	6.0
16	:	14.439024390243903
17	:	11.666666666666668
18	:	16.096153846153847
19	:	2.4838709677419355
20	:	8.51063829787234
21	:	26.0
22	:	17.0
23	:	0.0
]#;

p = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	2.6415094339622627
14	:	0.0
15	:	6.0
16	:	1.5609756097560972
17	:	11.333333333333332
18	:	10.903846153846153
19	:	4.516129032258064
20	:	16.48936170212766
21	:	1.0
22	:	0.0
23	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	86.0
14	:	507.0
15	:	403.0
16	:	357.0
17	:	501.0
18	:	591.0
19	:	314.0
20	:	104.0
21	:	534.0
22	:	118.0
23	:	0.0
]#;

l = #[
0	:	1000.0
1	:	1000.0
2	:	1000.0
3	:	1000.0
4	:	1000.0
5	:	1000.0
6	:	1000.0
7	:	1000.0
8	:	1000.0
9	:	1000.0
10	:	1000.0
11	:	1000.0
12	:	1000.0
13	:	224.0
14	:	599.0
15	:	513.0
16	:	495.0
17	:	621.0
18	:	809.0
19	:	448.0
20	:	252.0
21	:	642.0
22	:	148.0
23	:	1000.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	0.0
]#;
