NAME : r103C10
TYPE : EVRP-TW-SPD
DIMENSION : 14
VEHICLES : 25
DISPATCHINGCOST : 1000
UNITCOST : 1.0
CAPACITY : 200.0
ELECTRIC_POWER : 60.63
CONSUMPTION_RATE : 1.0
RECHARGING_RATE : 0.49
EDGE_WEIGHT_TYPE : EXPLICIT
NODE_SECTION
ID,type,x,y,delivery,pickup,ready_time,due_date,service_time
0,d,35.0,35.0,0.000000000000000,0.000000000000000,0.0,230.0,0.0
1,c,15.0,19.0,0.000000000000000,1.000000000000000,87.0,97.0,10.0
2,c,11.0,31.0,2.000000000000000,5.000000000000000,96.0,106.0,10.0
3,c,37.0,31.0,11.000000000000000,3.000000000000000,0.0,215.0,10.0
4,c,20.0,40.0,6.000000000000000,6.000000000000000,0.0,204.0,10.0
5,c,35.0,40.0,14.000000000000000,2.000000000000000,173.0,183.0,10.0
6,c,55.0,54.0,25.000000000000000,1.000000000000000,0.0,192.0,10.0
7,c,14.0,37.0,4.000000000000000,7.000000000000000,0.0,198.0,10.0
8,c,6.0,38.0,2.000000000000000,14.000000000000000,0.0,190.0,10.0
9,c,45.0,30.0,11.000000000000000,6.000000000000000,0.0,208.0,10.0
10,c,10.0,20.0,9.000000000000000,10.000000000000000,71.0,81.0,10.0
11,f,35.0,35.0,0.000000000000000,0.000000000000000,0.0,230.0,0.0
12,f,15.0,42.0,0.000000000000000,0.000000000000000,0.0,230.0,0.0
13,f,21.0,22.0,0.000000000000000,0.000000000000000,0.0,230.0,0.0
DISTANCETIME_SECTION
ID,from_node,to_node,distance,spend_tm
0,0,1,25.612496949731394,25.612496949731394
1,0,2,24.331050121192877,24.331050121192877
2,0,3,4.472135954999580,4.472135954999580
3,0,4,15.811388300841896,15.811388300841896
4,0,5,5.000000000000000,5.000000000000000
5,0,6,27.586228448267445,27.586228448267445
6,0,7,21.095023109728988,21.095023109728988
7,0,8,29.154759474226502,29.154759474226502
8,0,9,11.180339887498949,11.180339887498949
9,0,10,29.154759474226502,29.154759474226502
10,0,11,0.000000000000000,0.000000000000000
11,0,12,21.189620100417091,21.189620100417091
12,0,13,19.104973174542799,19.104973174542799
13,1,0,25.612496949731394,25.612496949731394
14,1,2,12.649110640673518,12.649110640673518
15,1,3,25.059928172283335,25.059928172283335
16,1,4,21.587033144922902,21.587033144922902
17,1,5,29.000000000000000,29.000000000000000
18,1,6,53.150729063673246,53.150729063673246
19,1,7,18.027756377319946,18.027756377319946
20,1,8,21.023796041628639,21.023796041628639
21,1,9,31.953090617340916,31.953090617340916
22,1,10,5.099019513592784,5.099019513592784
23,1,11,25.612496949731394,25.612496949731394
24,1,12,23.000000000000000,23.000000000000000
25,1,13,6.708203932499369,6.708203932499369
26,2,0,24.331050121192877,24.331050121192877
27,2,1,12.649110640673518,12.649110640673518
28,2,3,26.000000000000000,26.000000000000000
29,2,4,12.727922061357855,12.727922061357855
30,2,5,25.632011235952593,25.632011235952593
31,2,6,49.648766349225639,49.648766349225639
32,2,7,6.708203932499369,6.708203932499369
33,2,8,8.602325267042627,8.602325267042627
34,2,9,34.014702703389901,34.014702703389901
35,2,10,11.045361017187261,11.045361017187261
36,2,11,24.331050121192877,24.331050121192877
37,2,12,11.704699910719626,11.704699910719626
38,2,13,13.453624047073710,13.453624047073710
39,3,0,4.472135954999580,4.472135954999580
40,3,1,25.059928172283335,25.059928172283335
41,3,2,26.000000000000000,26.000000000000000
42,3,4,19.235384061671343,19.235384061671343
43,3,5,9.219544457292887,9.219544457292887
44,3,6,29.206163733020468,29.206163733020468
45,3,7,23.769728648009426,23.769728648009426
46,3,8,31.780497164141408,31.780497164141408
47,3,9,8.062257748298549,8.062257748298549
48,3,10,29.154759474226502,29.154759474226502
49,3,11,4.472135954999580,4.472135954999580
50,3,12,24.596747752497688,24.596747752497688
51,3,13,18.357559750685819,18.357559750685819
52,4,0,15.811388300841896,15.811388300841896
53,4,1,21.587033144922902,21.587033144922902
54,4,2,12.727922061357855,12.727922061357855
55,4,3,19.235384061671343,19.235384061671343
56,4,5,15.000000000000000,15.000000000000000
57,4,6,37.696153649941529,37.696153649941529
58,4,7,6.708203932499369,6.708203932499369
59,4,8,14.142135623730951,14.142135623730951
60,4,9,26.925824035672520,26.925824035672520
61,4,10,22.360679774997898,22.360679774997898
62,4,11,15.811388300841896,15.811388300841896
63,4,12,5.385164807134504,5.385164807134504
64,4,13,18.027756377319946,18.027756377319946
65,5,0,5.000000000000000,5.000000000000000
66,5,1,29.000000000000000,29.000000000000000
67,5,2,25.632011235952593,25.632011235952593
68,5,3,9.219544457292887,9.219544457292887
69,5,4,15.000000000000000,15.000000000000000
70,5,6,24.413111231467404,24.413111231467404
71,5,7,21.213203435596427,21.213203435596427
72,5,8,29.068883707497267,29.068883707497267
73,5,9,14.142135623730951,14.142135623730951
74,5,10,32.015621187164243,32.015621187164243
75,5,11,5.000000000000000,5.000000000000000
76,5,12,20.099751242241780,20.099751242241780
77,5,13,22.803508501982758,22.803508501982758
78,6,0,27.586228448267445,27.586228448267445
79,6,1,53.150729063673246,53.150729063673246
