NAME : rc204C5
TYPE : EVRP-TW-SPD
DIMENSION : 10
VEHICLES : 25
DISPATCHINGCOST : 1000
UNITCOST : 1.0
CAPACITY : 1000.0
ELECTRIC_POWER : 77.75
CONSUMPTION_RATE : 1.0
RECHARGING_RATE : 0.39
EDGE_WEIGHT_TYPE : EXPLICIT
NODE_SECTION
ID,type,x,y,delivery,pickup,ready_time,due_date,service_time
0,d,40.0,50.0,0.000000000000000,0.000000000000000,0.0,960.0,0.0
1,c,38.0,5.0,3.000000000000000,27.000000000000000,0.0,904.0,10.0
2,c,42.0,10.0,9.000000000000000,31.000000000000000,0.0,909.0,10.0
3,c,42.0,12.0,2.000000000000000,8.000000000000000,0.0,911.0,10.0
4,c,20.0,80.0,10.000000000000000,30.000000000000000,712.0,832.0,10.0
5,c,49.0,58.0,8.000000000000000,2.000000000000000,0.0,937.0,10.0
6,f,40.0,50.0,0.000000000000000,0.000000000000000,0.0,960.0,0.0
7,f,14.0,59.0,0.000000000000000,0.000000000000000,0.0,960.0,0.0
8,f,22.0,34.0,0.000000000000000,0.000000000000000,0.0,960.0,0.0
9,f,39.0,26.0,0.000000000000000,0.000000000000000,0.0,960.0,0.0
DISTANCETIME_SECTION
ID,from_node,to_node,distance,spend_tm
0,0,1,45.044422518220834,45.044422518220834
1,0,2,40.049968789001575,40.049968789001575
2,0,3,38.052595180880893,38.052595180880893
3,0,4,36.055512754639892,36.055512754639892
4,0,5,12.041594578792296,12.041594578792296
5,0,6,0.000000000000000,0.000000000000000
6,0,7,27.513632984395208,27.513632984395208
7,0,8,24.083189157584592,24.083189157584592
8,0,9,24.020824298928627,24.020824298928627
9,1,0,45.044422518220834,45.044422518220834
10,1,2,6.403124237432849,6.403124237432849
11,1,3,8.062257748298549,8.062257748298549
12,1,4,77.129760793094647,77.129760793094647
13,1,5,54.129474410897430,54.129474410897430
14,1,6,45.044422518220834,45.044422518220834
15,1,7,59.093146810776631,59.093146810776631
16,1,8,33.120990323358392,33.120990323358392
17,1,9,21.023796041628639,21.023796041628639
18,2,0,40.049968789001575,40.049968789001575
19,2,1,6.403124237432849,6.403124237432849
20,2,3,2.000000000000000,2.000000000000000
21,2,4,73.375745311376562,73.375745311376562
22,2,5,48.507731342539614,48.507731342539614
23,2,6,40.049968789001575,40.049968789001575
24,2,7,56.435804238089851,56.435804238089851
25,2,8,31.240998703626616,31.240998703626616
26,2,9,16.278820596099706,16.278820596099706
27,3,0,38.052595180880893,38.052595180880893
28,3,1,8.062257748298549,8.062257748298549
29,3,2,2.000000000000000,2.000000000000000
30,3,4,71.470273540822546,71.470273540822546
31,3,5,46.529560496527367,46.529560496527367
32,3,6,38.052595180880893,38.052595180880893
33,3,7,54.708317466359723,54.708317466359723
34,3,8,29.732137494637012,29.732137494637012
35,3,9,14.317821063276353,14.317821063276353
36,4,0,36.055512754639892,36.055512754639892
37,4,1,77.129760793094647,77.129760793094647
38,4,2,73.375745311376562,73.375745311376562
39,4,3,71.470273540822546,71.470273540822546
40,4,5,36.400549446402593,36.400549446402593
41,4,6,36.055512754639892,36.055512754639892
42,4,7,21.840329667841555,21.840329667841555
43,4,8,46.043457732885351,46.043457732885351
44,4,9,57.245087125446844,57.245087125446844
45,5,0,12.041594578792296,12.041594578792296
46,5,1,54.129474410897430,54.129474410897430
47,5,2,48.507731342539614,48.507731342539614
48,5,3,46.529560496527367,46.529560496527367
49,5,4,36.400549446402593,36.400549446402593
50,5,6,12.041594578792296,12.041594578792296
51,5,7,35.014282800023196,35.014282800023196
52,5,8,36.124783736376884,36.124783736376884
53,5,9,33.526109228480422,33.526109228480422
54,6,0,0.000000000000000,0.000000000000000
55,6,1,45.044422518220834,45.044422518220834
56,6,2,40.049968789001575,40.049968789001575
57,6,3,38.052595180880893,38.052595180880893
58,6,4,36.055512754639892,36.055512754639892
59,6,5,12.041594578792296,12.041594578792296
60,6,7,27.513632984395208,27.513632984395208
61,6,8,24.083189157584592,24.083189157584592
62,6,9,24.020824298928627,24.020824298928627
63,7,0,27.513632984395208,27.513632984395208
64,7,1,59.093146810776631,59.093146810776631
65,7,2,56.435804238089851,56.435804238089851
66,7,3,54.708317466359723,54.708317466359723
67,7,4,21.840329667841555,21.840329667841555
68,7,5,35.014282800023196,35.014282800023196
69,7,6,27.513632984395208,27.513632984395208
70,7,8,26.248809496813376,26.248809496813376
71,7,9,41.400483088968905,41.400483088968905
72,8,0,24.083189157584592,24.083189157584592
73,8,1,33.120990323358392,33.120990323358392
74,8,2,31.240998703626616,31.240998703626616
75,8,3,29.732137494637012,29.732137494637012
76,8,4,46.043457732885351,46.043457732885351
77,8,5,36.124783736376884,36.124783736376884
78,8,6,24.083189157584592,24.083189157584592
79,8,7,26.248809496813376,26.248809496813376
80,8,9,18.788294228055936,18.788294228055936
81,9,0,24.020824298928627,24.020824298928627
82,9,1,21.023796041628639,21.023796041628639
83,9,2,16.278820596099706,16.278820596099706
84,9,3,14.317821063276353,14.317821063276353
85,9,4,57.245087125446844,57.245087125446844
86,9,5,33.526109228480422,33.526109228480422
87,9,6,24.020824298928627,24.020824298928627
88,9,7,41.400483088968905,41.400483088968905
89,9,8,18.788294228055936,18.788294228055936
DEPOT_SECTION
0
