NAME : c208C5
TYPE : EVRP-TW-SPD
DIMENSION : 9
VEHICLES : 25
DISPATCHINGCOST : 1000
UNITCOST : 1.0
CAPACITY : 700.0
ELECTRIC_POWER : 77.75
CONSUMPTION_RATE : 1.0
RECHARGING_RATE : 3.47
EDGE_WEIGHT_TYPE : EXPLICIT
NODE_SECTION
ID,type,x,y,delivery,pickup,ready_time,due_date,service_time
0,d,40.0,50.0,0.000000000000000,0.000000000000000,0.0,3390.0,0.0
1,c,0.0,45.0,0.000000000000000,20.000000000000000,1642.0,2282.0,90.0
2,c,26.0,32.0,8.000000000000000,2.000000000000000,255.0,895.0,90.0
3,c,35.0,5.0,2.000000000000000,18.000000000000000,1152.0,1792.0,90.0
4,c,38.0,5.0,3.000000000000000,27.000000000000000,1245.0,1885.0,90.0
5,c,44.0,5.0,2.000000000000000,18.000000000000000,1431.0,2071.0,90.0
6,f,40.0,50.0,0.000000000000000,0.000000000000000,0.0,3390.0,0.0
7,f,10.0,28.0,0.000000000000000,0.000000000000000,0.0,3390.0,0.0
8,f,27.0,10.0,0.000000000000000,0.000000000000000,0.0,3390.0,0.0
DISTANCETIME_SECTION
ID,from_node,to_node,distance,spend_tm
0,0,1,40.311288741492746,40.311288741492746
1,0,2,22.803508501982758,22.803508501982758
2,0,3,45.276925690687087,45.276925690687087
3,0,4,45.044422518220834,45.044422518220834
4,0,5,45.177427992306072,45.177427992306072
5,0,6,0.000000000000000,0.000000000000000
6,0,7,37.202150475476550,37.202150475476550
7,0,8,42.059481689626182,42.059481689626182
8,1,0,40.311288741492746,40.311288741492746
9,1,2,29.068883707497267,29.068883707497267
10,1,3,53.150729063673246,53.150729063673246
11,1,4,55.172456896534889,55.172456896534889
12,1,5,59.464274989274024,59.464274989274024
13,1,6,40.311288741492746,40.311288741492746
14,1,7,19.723082923316021,19.723082923316021
15,1,8,44.204072210600685,44.204072210600685
16,2,0,22.803508501982758,22.803508501982758
17,2,1,29.068883707497267,29.068883707497267
18,2,3,28.460498941515414,28.460498941515414
19,2,4,29.546573405388315,29.546573405388315
20,2,5,32.449961479175904,32.449961479175904
21,2,6,22.803508501982758,22.803508501982758
22,2,7,16.492422502470642,16.492422502470642
23,2,8,22.022715545545239,22.022715545545239
24,3,0,45.276925690687087,45.276925690687087
25,3,1,53.150729063673246,53.150729063673246
26,3,2,28.460498941515414,28.460498941515414
27,3,4,3.000000000000000,3.000000000000000
28,3,5,9.000000000000000,9.000000000000000
29,3,6,45.276925690687087,45.276925690687087
30,3,7,33.970575502926060,33.970575502926060
31,3,8,9.433981132056603,9.433981132056603
32,4,0,45.044422518220834,45.044422518220834
33,4,1,55.172456896534889,55.172456896534889
34,4,2,29.546573405388315,29.546573405388315
35,4,3,3.000000000000000,3.000000000000000
36,4,5,6.000000000000000,6.000000000000000
37,4,6,45.044422518220834,45.044422518220834
38,4,7,36.235341863986875,36.235341863986875
39,4,8,12.083045973594572,12.083045973594572
40,5,0,45.177427992306072,45.177427992306072
41,5,1,59.464274989274024,59.464274989274024
42,5,2,32.449961479175904,32.449961479175904
43,5,3,9.000000000000000,9.000000000000000
44,5,4,6.000000000000000,6.000000000000000
45,5,6,45.177427992306072,45.177427992306072
46,5,7,41.048751503547585,41.048751503547585
47,5,8,17.720045146669349,17.720045146669349
48,6,0,0.000000000000000,0.000000000000000
49,6,1,40.311288741492746,40.311288741492746
50,6,2,22.803508501982758,22.803508501982758
51,6,3,45.276925690687087,45.276925690687087
52,6,4,45.044422518220834,45.044422518220834
53,6,5,45.177427992306072,45.177427992306072
54,6,7,37.202150475476550,37.202150475476550
55,6,8,42.059481689626182,42.059481689626182
56,7,0,37.202150475476550,37.202150475476550
57,7,1,19.723082923316021,19.723082923316021
58,7,2,16.492422502470642,16.492422502470642
59,7,3,33.970575502926060,33.970575502926060
60,7,4,36.235341863986875,36.235341863986875
61,7,5,41.048751503547585,41.048751503547585
62,7,6,37.202150475476550,37.202150475476550
63,7,8,24.758836806279895,24.758836806279895
64,8,0,42.059481689626182,42.059481689626182
65,8,1,44.204072210600685,44.204072210600685
66,8,2,22.022715545545239,22.022715545545239
67,8,3,9.433981132056603,9.433981132056603
68,8,4,12.083045973594572,12.083045973594572
69,8,5,17.720045146669349,17.720045146669349
70,8,6,42.059481689626182,42.059481689626182
71,8,7,24.758836806279895,24.758836806279895
DEPOT_SECTION
0
